Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.5,998,67,5.0,0.0,5147.3
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.7,1796,186,5.0,0.0,12807.27
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.0,2967,246.7,5.0,0.0,54888.3
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.8,1086,68.05,5.0,0.0,3537.25
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.0,1598,103.52,5.0,0.0,10855.69
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.6,1798,177.46,5.0,40958.87,31713.24
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.1,1197,81.86,5.0,0.0,10026.26
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.0,1498,98.6,5.0,0.0,4269.09
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.0,998,67.1,5.0,0.0,1524.68
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.0,1461,65,5.0,11124.03,4513.04
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.2,2143,167.62,5.0,0.0,48069.95
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.0,998,67.04,5.0,6452.42,3232.31
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.0,1461,108.5,5.0,0.0,10880.08
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.0,1248,0,5.0,0.0,5000.93
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.8,1998,189.08,4.0,54010.09,43508.13
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498,99,0.0,0.0,4391.06
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.0,1396,53.5,5.0,0.0,1036.78
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.0,1199,76.8,5.0,0.0,4049.54
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.0,1199,73.9,5.0,0.0,4391.06
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,8294.23
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399,68.05,5.0,0.0,3049.35
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.3,2755,171.5,7.0,25297.41,23955.69
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.7,2199,194.3,7.0,0.0,8538.18
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.0,1497,117.3,5.0,14319.75,4720.39
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,7647.77
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.2,2143,167.62,5.0,0.0,22101.69
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.4,936,57.6,5.0,0.0,3232.31
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.5,1396,88.73,5.0,0.0,8782.13
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.9,2494,100.6,7.0,0.0,17442.28
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.7,1248,88.76,7.0,0.0,8416.21
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.0,2494,102,7.0,0.0,13112.2
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086,0,5.0,0.0,1158.75
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,9867.7
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.0,1995,184,5.0,0.0,22565.19
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120,70,5.0,0.0,5793.76
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.0,1248,88.5,5.0,0.0,10306.8
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.0,1598,103.6,5.0,0.0,4269.09
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.0,1493,82,5.0,0.0,2195.53
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.9,1498,103.6,5.0,0.0,4513.04
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.0,1199,88.7,5.0,0.0,8745.54
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.8,1086,68.05,5.0,0.0,2134.54
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.3,1995,183,5.0,0.0,26822.08
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.6,2393,147.8,7.0,31127.76,22748.15
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.0,796,35,5.0,0.0,2256.52
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.0,1197,81.80,5.0,0.0,7257.45
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.0,1197,82,5.0,0.0,4574.02
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,4574.02
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,17161.74,3171.32
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086,0,5.0,0.0,2134.54
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,80,5.0,0.0,3415.27
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.5,2987,254.79,5.0,116033.87,74757.86
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.0,2148,170,5.0,0.0,21955.32
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.0,1248,73.94,5.0,0.0,5305.87
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.6,1582,126.2,5.0,0.0,16771.42
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998,66.1,5.0,0.0,2439.48
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.6,1461,108.45,5.0,0.0,12197.4
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.0,1248,76,5.0,0.0,2012.57
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.5,2993,258,5.0,0.0,55827.5
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.3,1197,78.9,5.0,0.0,3964.16
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.0,2494,102,7.0,0.0,15612.67
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.0,993,60,5.0,0.0,670.86
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.0,1248,74,5.0,0.0,8721.14
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.0,2179,120,8.0,0.0,8538.18
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.9,1248,74,5.0,10172.63,4574.02
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.8,999,123.24,5.0,0.0,10367.79
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.0,1248,74,5.0,0.0,5305.87
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,3976.35
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118,5.0,0.0,5135.11
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.0,2967,241.4,7.0,0.0,85820.91
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105,5.0,0.0,3598.23
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.0,1591,121.3,5.0,0.0,5220.49
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.0,1497,118,5.0,0.0,4354.47
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.0,1396,88.8,5.0,0.0,3793.39
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,0.0,7269.65
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,5732.78
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,8416.21
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.9,1248,74,5.0,10172.63,6403.64
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.4,1995,177,5.0,0.0,34152.72
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.0,1061,67,5.0,0.0,1646.65
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.0,1199,88.7,5.0,10794.7,5915.74
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105,5.0,0.0,8172.26
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3781.19
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.2,2143,170,5.0,0.0,22735.95
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3415.27
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.6,2393,147.8,7.0,30981.4,24699.74
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,32664.64
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.9,2494,100.6,7.0,0.0,10075.05
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,4744.79
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.9,998,67.1,5.0,0.0,2561.45
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,20333.07,15478.5
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70,5.0,0.0,3146.93
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,25334.0
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.0,2143,136,5.0,0.0,24711.93
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086,0,5.0,0.0,1829.61
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.0,1248,0,5.0,0.0,3049.35
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.0,998,67.04,5.0,0.0,5183.9
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.0,2143,201.15,5.0,96883.95,69525.18
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.0,2179,187.7,5.0,0.0,53668.56
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,4452.05
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35,5.0,0.0,2500.47
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.0,1198,86.8,5.0,8074.68,3817.79
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.0,2956,83.1,7.0,0.0,1829.61
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248,75,5.0,0.0,3476.26
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.0,998,67.1,5.0,0.0,3232.31
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140,7.0,0.0,12929.24
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.0,1396,70,5.0,0.0,1524.68
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.0,1373,93.7,7.0,0.0,10062.86
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.0,2354,177.6,5.0,0.0,5427.84
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.0,1248,73.9,5.0,0.0,4513.04
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.0,1399,68,5.0,0.0,3415.27
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.0,1497,78,5.0,0.0,2195.53
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,26773.29
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.5,2993,313,4.0,0.0,59767.26
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.7,2967,245,7.0,1268.53,76441.11
Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,36.82,998,67.1,5.0,0.0,1707.64
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396,90,5.0,0.0,6708.57
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.9,1197,78.9,5.0,0.0,3598.23
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,0.0,8367.42
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.0,1248,74,5.0,0.0,7501.4
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.0,1197,82.85,5.0,0.0,4025.14
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,3110.34
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.0,796,46.3,5.0,0.0,1829.61
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.0,1794,125,5.0,0.0,3049.35
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.0,796,46.3,5.0,0.0,1707.64
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.1,1248,88.8,5.0,0.0,4147.12
Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.0,796,46.3,5.0,0.0,2744.42
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.0,1968,141,5.0,0.0,9148.05
Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.0,1794,125,5.0,0.0,3415.27
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,9343.21
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.0,1248,88.5,5.0,11124.03,8721.14
Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118,5.0,0.0,4269.09
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75,5.0,0.0,4269.09
Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,4208.1
Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,4330.08
BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.7,1995,190,5.0,71562.15,31701.04
Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.3,1582,126.32,5.0,0.0,6403.64
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.0,1248,88.8,5.0,0.0,3537.25
Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.4,1984,227,5.0,34604.02,2500.47
Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.0,998,67.1,5.0,5464.44,4574.02
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,8233.25
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62,5.0,0.0,1158.75
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.3,1999,177,5.0,88601.91,63426.48
Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.0,1997,141.1,5.0,0.0,4769.18
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.6,1798,177.46,5.0,44093.6,33298.9
Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3293.3
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,4269.09
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.0,1197,83.14,5.0,0.0,7562.39
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.0,1461,63.1,5.0,0.0,3354.28
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.0,1248,74,5.0,0.0,3964.16
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.0,1399,67,5.0,0.0,3964.16
Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.0,993,60,5.0,0.0,792.83
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.0,1998,192,5.0,54388.21,42690.9
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.5,1364,67.05,5.0,0.0,3964.16
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.0,796,47.3,5.0,0.0,3537.25
Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.0,796,47,5.0,0.0,3537.25
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235,5.0,0.0,21650.38
Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.0,2496,179.5,5.0,0.0,10062.86
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.0,1197,82,5.0,0.0,7037.9
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.0,1248,88.5,5.0,14636.88,11575.33
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.0,2967,241.4,7.0,0.0,15795.63
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.0,2143,136,5.0,0.0,24394.8
Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.0,796,37,4.0,0.0,1219.74
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.4,1461,83.8,5.0,0.0,8660.15
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.4,1364,87.2,5.0,0.0,20125.71
Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.0,2148,170,5.0,0.0,31713.24
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.0,1248,73.9,5.0,0.0,3903.17
Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,17869.19,11563.14
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.0,1120,71,5.0,0.0,4878.96
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.2,2143,203,5.0,0.0,32323.11
Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.0,1595,120.7,5.0,0.0,14356.34
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204,5.0,0.0,45130.38
Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,10672.72
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086,0,5.0,0.0,2378.49
Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118,5.0,0.0,4574.02
Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.0,1599,103.2,5.0,0.0,3049.35
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.0,1999,246.74,5.0,65524.43,42081.03
Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,0.0,5671.79
Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.8,1598,122,4.0,0.0,39031.68
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.0,2987,282,5.0,0.0,76611.87
Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,3964.16
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.5,998,67.04,5.0,0.0,3781.19
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.0,1248,73.9,5.0,0.0,4769.18
BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.0,1995,181,5.0,0.0,13417.14
Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.4,2179,138.03,5.0,0.0,4269.09
Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.3,1968,143,5.0,0.0,20125.71
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.0,2179,187.7,5.0,0.0,36592.2
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224,7.0,0.0,34152.72
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.0,2477,175.56,7.0,41361.38,34152.72
Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.0,796,46.3,5.0,0.0,1122.16
Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14.0,1061,64,5.0,0.0,3354.28
Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.0,2179,187.7,5.0,0.0,65658.6
Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.0,1591,121.3,5.0,0.0,6037.71
BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.7,2993,218,5.0,0.0,40861.29
Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.7,2993,270.9,5.0,0.0,34091.73
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.0,1798,157.75,5.0,0.0,8843.12
Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.7,1968,174.33,5.0,0.0,31359.52
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.0,2179,187.7,5.0,0.0,36189.69
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.8,2143,170,5.0,0.0,23175.06
Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.0,2179,120,7.0,0.0,15917.61
BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.7,1995,190,5.0,74257.77,31103.37
Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.0,1497,117.3,7.0,15258.95,10367.79
Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400,215,5.0,0.0,8843.12
Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.0,1495,94,5.0,0.0,975.79
Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.1,1197,81.86,5.0,11880.27,8416.21
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,First,11.0,2996,367,5.0,116338.8,86589.34
Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.0,814,55.2,5.0,0.0,2744.42
Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.0,1197,81.86,5.0,0.0,6708.57
Honda City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,100,5.0,0.0,5305.87
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,2744.42
Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,15.2,1798,187.74,5.0,73904.05,29883.63
Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968,0,5.0,0.0,6647.58
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,First,15.2,1591,121.3,5.0,0.0,14673.47
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,11.7,1796,186,5.0,0.0,10367.79
Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,16.8,1998,189.08,4.0,54010.09,34762.59
Hyundai Santro Xing XO eRLX Euro II,Pune,2006,108000,Petrol,Manual,Second,17.0,1086,0,5.0,0.0,1463.69
